work name,device id
myM2Pro-3,d5309216-81c7-4b26-b61a-9944897003bd
myM2Pro-1,2537887e-52e5-4f8a-8c7d-fa47e8b6fc5d
myM2Pro-4,f1d3571b-557e-475e-9c7b-45fa8e3ee64a
myM2Ultra-1,2eb8b056-bae4-46f7-aa99-61cb640ed8c5
myM2Pro-2,7e1155ce-9a38-4ec6-be9e-3bbe657a1ba9
myM2Pro-5,cca3bb5e-64b3-4824-b23e-d4e55cfb45fa
